title,link,date,source,summary,language,hazard,keyword,location,newspaper,query_type,disaster_id
Weakened cyclone Montha to bring heavy rains in parts of West Bengal,https://www.thehindu.com/news/national/west-bengal/weakened-cyclone-montha-to-bring-heavy-rains-in-parts-of-west-bengal/article70220159.ece,2025-10-30 00:00:00,thehindu.com,"Cyclone Montha weakens but will bring heavy rains to West Bengal, with potential landslides in hilly areas.",en,Cyclone Montha,specific_link,,,specific_link,2025-cyclone-montha
