title,link,date,source,summary,language,hazard,keyword,location,newspaper,query_type,disaster_id
"Highlights: Cyclone Montha Hits Andhra Pradesh, 1 Killed",https://www.ndtv.com/india-news/cyclone-montha-live-updates-kakinada-cyclone-montha-to-cross-andhra-coast-today-heavy-rain-expected-odisha-machlipatnam-kalingapatnam-9527818,2025-11-18 00:00:00,ndtv.com,"Severe Cyclonic storm Montha on Tuesday crossed the coast off Andhra Pradesh, causing disruptions in the southern state, while the impact was also felt in neighbouring Odisha",en,Cyclone Montha,specific_link,,,specific_link,2025-cyclone-montha
